itemid,category,datelisted,description,name,merchantid,price
0TMEN,Housing,2022-02-04,,Housing 9237618,VJL5E,1870.28
ILIDG,Housing,2022-09-17,"Unbox the package to find a soft, plush, sparkly doll!",Housing 638161780,GZ97S,1391.72
G903J,Housing,2022-07-10,,Housing 53359742,GJK7R,808.21
N2ELO,Housing,2022-01-26,For everyday office use,Housing 81410856,0OWRH,1675.74
FWQVV,Housing,2022-01-06,,Housing 532171077,3FKG7,157.51
LPQEA,Housing,2022-02-02,"Display and Graphics17.3 diagonal, FHD ",Housing 65895819,U29GK,1099.73
PDQ9D,Housing,2022-01-10,,Housing 752116698,7E9AJ,1919.59
16XZX,Housing,2022-05-29,,Housing 733132236,CVK2U,1171.97
FDLI1,Housing,2022-04-13,for everyday use,Housing 94936532,NQP88,934.79
1C4HF,Housing,2022-01-18,,Housing 510112557,8LJTP,870.94
Z62ZS,Housing,2022-07-08,,Housing 663142075,IJ61L,477.67
UGNRH,Housing,2022-08-24,100% Synthetic,Housing 958152778,GOW8W,1247.81
DB00L,Housing,2022-04-24,100% Synthetic,Housing 718198785,FUS1Y,1962.19
HZY77,Housing,2022-07-30,,Housing 69522210,5NRYI,460.75
PWGBB,Housing,2022-03-04,,Housing 78514922,FXVJ8,916.19
HG53K,Housing,2022-02-23,,Housing 510123250,3I68A,712.51
C45KV,Housing,2022-10-22,For your lovely pet,Housing 804187087,QWAWV,1836.3
19LHP,Housing,2022-03-10,Suitable for all skin types,Housing 95052904,08WHX,171.66
HVSU2,Housing,2022-09-15,For your lovely pet,Housing 79654512,ZVZGY,475.26
K3DWY,Housing,2022-08-25,,Housing 82990213,K99E6,1694.1
MDIRU,Housing,2022-05-16,For your lovely pet,Housing 88055261,A34BI,1211.1
W8DQK,Housing,2022-05-16,Reams of high-bandwidth DDR4 RAM,Housing 68974439,N7TIV,479.59
N8AP2,Housing,2022-04-24,,Housing 89558783,MK3V5,1774.74
AHBYO,Housing,2022-09-19,,Housing 652188760,BBHBZ,1598.97
LMH5B,Housing,2022-05-04,11th Gen Intel Core i5-1135G7,Housing 94262632,TYD9O,1308.0
MSWP6,Housing,2022-06-12,make a great gift for kids 3 to 7 years olds,Housing 580166892,QLECR,27.47
JUG1K,Housing,2022-07-22,Set of 12,Housing 88862083,6KXC3,1892.26
6ESUH,Housing,2022-03-31,For your lovely pet,Housing 76245634,Z0LJU,75.16
SYM8M,Housing,2022-01-12,,Housing 5871942,6NS86,248.52
R8ZNT,Housing,2022-05-21,One of a kind stainless steel,Housing 93881929,NBQEK,1425.11
TL3HF,Housing,2022-02-18,for everyday use,Housing 770184496,4MSI6,137.96
R636K,Housing,2022-03-20,,Housing 85457811,1149O,1782.39
NTYCV,Housing,2022-02-28,For your lovely pet,Housing 889159587,X7OBY,1632.58
F4YDD,Housing,2022-03-14,100% Synthetic,Housing 717136402,WX9FX,1621.6
IUVHV,Housing,2022-04-07,Cushioning provides excellent shock absorption,Housing 75493556,U98HN,1745.24
JCEVH,Housing,2022-01-25,For your lovely pet,Housing 55270301,UFNUW,1262.99
9P9M7,Housing,2022-03-07,,Housing 97531918,W3UYZ,454.46
46NUM,Housing,2022-10-18,Suitable for all skin types,Housing 728127493,PRF6N,1830.9
4NYOK,Housing,2022-06-24,Set of 10,Housing 664176198,L6USX,375.92
H4P9D,Housing,2022-04-18,For everyday office use,Housing 825193786,HH8AJ,1107.74
KZLD4,Housing,2022-10-10,,Housing 73059323,TYD9O,1544.92
YZW95,Housing,2022-01-27,,Housing 727174988,0ZJZT,826.76
V2IK3,Housing,2022-08-21,Suitable for all skin types,Housing 63486767,G06XS,676.59
9O4G4,Housing,2022-02-27,,Housing 94934216,F5WTM,178.9
4CXFK,Housing,2022-09-16,11th Gen Intel Core i5-1135G7,Housing 7477838,0Z2LJ,95.94
XR5EO,Housing,2022-07-14,11th Gen Intel Core i5-1135G7,Housing 57817800,QFR1K,1318.9
MUK28,Housing,2022-02-21,"Display and Graphics17.3 diagonal, FHD ",Housing 66077350,Q6RDS,1453.3
US4SQ,Housing,2022-06-04,,Housing 67727835,142WW,869.68
LENYA,Housing,2022-06-21,,Housing 818177472,0WYR7,584.16
NPMAV,Housing,2022-09-30,,Housing 580133154,1JA6J,1595.97
82SCW,Housing,2022-06-05,,Housing 95597174,LHRYU,1671.43
ATIHK,Housing,2022-07-14,For your lovely pet,Housing 69567642,K5CLT,989.5
K8J6O,Housing,2022-03-15,,Housing 64570825,K3MXR,893.27
A0XZQ,Housing,2022-04-13,,Housing 61871849,HQF90,1959.72
HRLIG,Housing,2022-02-24,,Housing 73036615,Y4RHZ,1012.57
OHWNX,Housing,2022-07-24,Cushioning provides excellent shock absorption,Housing 959140572,EDOMX,1029.42
QZ6SL,Housing,2022-04-14,,Housing 583163194,4VDK3,294.69
1CRSM,Housing,2022-07-14,,Housing 75840824,G6UPG,560.43
10IIG,Housing,2022-05-22,,Housing 825179062,4FD3N,1536.22
NBAWW,Housing,2022-07-16,,Housing 643113833,JWXSS,693.6
BLYA4,Housing,2022-01-22,11th Gen Intel Core i5-1135G7,Housing 683169294,3FLK5,100.85
1W8R0,Housing,2022-05-01,,Housing 56699059,IBCNI,1079.29
3PNLB,Housing,2022-10-18,For your lovely pet,Housing 88170435,TJX73,438.0
MJ4QR,Housing,2022-01-31,,Housing 609123382,AP5ZX,754.3
XPPW4,Housing,2022-04-11,,Housing 531124671,7WHJR,805.53
EAG17,Housing,2022-08-25,,Housing 59717004,3O35F,1932.34
F4D56,Housing,2022-09-18,Imported,Housing 763132553,UOQ2K,885.79
A2MPG,Housing,2022-09-24,,Housing 55438177,ME7DC,493.15
4UCTZ,Housing,2022-04-25,,Housing 652175623,K3UHS,1654.4
NW8PM,Housing,2022-10-11,,Housing 987140090,62876,15.26
4XH0Z,Housing,2022-09-23,Reams of high-bandwidth DDR4 RAM,Housing 686178665,HQF90,707.31
FSBWT,Housing,2022-01-06,Set of 12,Housing 89067975,GQIZU,87.22
XZAM2,Housing,2022-09-30,for everyday use,Housing 808184059,Z0LJU,95.39
8YIMG,Housing,2022-04-26,For everyday office use,Housing 661137271,519G2,1041.41
XDEYL,Housing,2022-04-15,Professional quality at its best  the best materials to update your cooking!,Housing 666155769,O0KP9,1043.53
77EMZ,Housing,2022-09-05,For your lovely pet,Housing 623124168,3AFOH,1261.11
MFESE,Housing,2022-10-15,,Housing 728102201,UEAU3,1164.27
I3HI7,Housing,2022-04-09,"Unbox the package to find a soft, plush, sparkly doll!",Housing 54654095,7T5MJ,1667.68
U93IP,Housing,2022-05-03,cotton feels great for comfort that lasts.,Housing 656113039,KGD5Z,1439.22
OIEQM,Housing,2022-07-06,,Housing 83746181,PCL39,1689.13
VUVIS,Housing,2022-01-29,,Housing 800289,HQF90,330.39
QSW40,Housing,2022-02-25,for everyday use,Housing 514195544,LZLDV,1669.92
QG3B4,Housing,2022-06-05,,Housing 57559293,LAAAV,372.12
E9AX4,Housing,2022-01-28,For your lovely pet,Housing 596188502,Y10ZO,1268.37
M3G6N,Housing,2022-08-08,,Housing 950114155,GJK7R,1884.84
NV6JD,Housing,2022-08-30,Set of 10,Housing 95552714,K2VIU,1073.51
A4D5Z,Housing,2022-04-01,Professional quality at its best  the best materials to update your cooking!,Housing 57597104,A5WQ0,1452.64
TCYHG,Housing,2022-07-31,,Housing 51463359,SHGFE,1515.95
Q4XXS,Housing,2022-04-15,Professional quality at its best  the best materials to update your cooking!,Housing 69331814,3LLAJ,1870.65
MAWN2,Housing,2022-07-07,"Unbox the package to find a soft, plush, sparkly doll!",Housing 75085925,20AR2,905.61
F42D3,Housing,2022-08-09,,Housing 697164386,UHYY9,360.24
4N32J,Housing,2022-09-02,One of a kind stainless steel,Housing 869105914,AZB2M,1906.57
ZM1QI,Housing,2022-04-25,For your lovely pet,Housing 875195659,AU687,1841.83
V8F7D,Housing,2022-03-24,,Housing 960166374,8RY42,668.55
IB48X,Housing,2022-08-21,100% Cotton,Housing 66599645,GPJ8L,140.3
94DTB,Housing,2022-02-26,Set of 10,Housing 967159114,PV7VX,818.82
ZHIQQ,Housing,2022-09-26,for everyday use,Housing 8541186,7H518,744.31
CNA1P,Housing,2022-03-20,,Housing 61158309,N169E,974.51
YFAT8,Housing,2022-06-07,make a great gift for kids 3 to 7 years olds,Housing 83736481,V20LN,300.97
FS1M8,Housing,2022-03-16,,Housing 586140183,8MZDC,86.7
5RUGH,Housing,2022-02-01,make a great gift for kids 3 to 7 years olds,Housing 967185995,WH1ZH,1646.69
RMHRR,Housing,2022-09-25,Professional quality at its best  the best materials to update your cooking!,Housing 507124391,2LVZE,1525.36
B31TT,Housing,2022-09-29,,Housing 56431560,GJK7R,1184.7
YO75C,Housing,2022-10-24,,Housing 73333033,4FD3N,128.23
RTM7H,Housing,2022-06-11,,Housing 895188913,20AR2,1314.68
9U1M1,Housing,2022-10-10,"Unbox the package to find a soft, plush, sparkly doll!",Housing 829168560,UADIT,613.95
47TZC,Housing,2022-07-16,,Housing 54144860,6ZG2P,1028.53
ILX7C,Housing,2022-05-09,For your lovely pet,Housing 53456821,Y4RHZ,257.87
GOLS1,Housing,2022-08-07,,Housing 876166993,3FLK5,1848.28
CIK9X,Housing,2022-01-17,100% Synthetic,Housing 675199055,ME7DC,131.16
WA65H,Housing,2022-03-29,100% Cotton,Housing 54420407,HQSNA,1234.17
YABH5,Housing,2022-02-20,,Housing 529107488,8F6ZS,1747.18
4BHE3,Housing,2022-04-28,,Housing 99074692,BK9EY,520.3
9SVOF,Housing,2022-01-07,For everyday office use,Housing 555146361,GPYLB,1972.36
BRGOP,Housing,2022-09-20,,Housing 796117268,7W8YE,128.56
NBBT0,Housing,2022-03-27,,Housing 522103687,2SZAM,1927.74
PWB53,Housing,2022-03-10,One of a kind stainless steel,Housing 65519796,VJL5E,760.43
ZQSTY,Housing,2022-02-06,For everyday office use,Housing 823134028,LBHMK,261.79
BVIS4,Housing,2022-02-25,,Housing 682180508,U4K0S,1506.1
OD5ZM,Housing,2022-04-13,make a great gift for kids 3 to 7 years olds,Housing 715195699,XMWLA,368.7
D8M6P,Housing,2022-05-08,,Housing 9409291,QFR1K,1227.9
EL6TJ,Housing,2022-05-30,Imported,Housing 925119960,MRY5A,521.72
NX7E1,Housing,2022-08-12,,Housing 895162507,P9Q6Y,1181.72
XAOZP,Housing,2022-02-04,Set of 10,Housing 52037897,V20LN,1985.27
N2LC5,Housing,2022-03-24,,Housing 65638481,231ZN,1024.87
PAC4D,Housing,2022-09-06,For your lovely pet,Housing 636112908,NJN0G,780.6
91ZAU,Housing,2022-06-17,For your lovely pet,Housing 812169240,P8UOK,1124.99
PBXNQ,Housing,2022-01-14,,Housing 883113419,Y1GW1,1754.71
VNMKL,Housing,2022-04-23,make a great gift for kids 3 to 7 years olds,Housing 743165993,V20LN,786.42
73YVR,Housing,2022-10-07,,Housing 778101637,8AOIB,1729.38
C6GRH,Housing,2022-08-27,100% Cotton,Housing 776165011,KVQRA,955.3
VNT52,Housing,2022-08-26,Cushioning provides excellent shock absorption,Housing 970113252,A5WQ0,753.48
NO7E9,Housing,2022-10-15,,Housing 92678814,67EYU,101.84
KI84G,Housing,2022-05-05,For everyday office use,Housing 586185540,8RY42,1373.27
JGAIW,Housing,2022-10-09,,Housing 70421720,EJ8AM,872.71
H0W12,Housing,2022-03-19,,Housing 984105521,BQ74R,832.88
1JI7E,Housing,2022-06-14,For everyday office use,Housing 7141391,N3780,368.89
95235,Housing,2022-05-28,,Housing 682118906,H7FKP,1735.69
KKM8N,Housing,2022-01-14,,Housing 600121017,SAZF9,821.12
GTP26,Housing,2022-03-24,Cushioning provides excellent shock absorption,Housing 692195640,BF3QQ,199.67
ZV96V,Housing,2022-07-28,for everyday use,Housing 658120339,V87IG,1386.21
S6XAI,Housing,2022-03-11,,Housing 925191068,AU687,241.1
QKZRJ,Housing,2022-07-22,,Housing 614141500,IH8AP,80.36
9LSM2,Housing,2022-09-23,For everyday office use,Housing 54554630,OE791,129.3
PEIPP,Housing,2022-05-27,,Housing 620113417,AZQD3,94.57
ODMWI,Housing,2022-09-05,Reams of high-bandwidth DDR4 RAM,Housing 81625600,WJRLZ,86.49
85PV8,Housing,2022-04-19,For everyday office use,Housing 523145549,QWAWV,1526.3
RSBL9,Housing,2022-07-01,Imported,Housing 8458908,3O35F,1900.72
XVPYJ,Housing,2022-04-11,cotton feels great for comfort that lasts.,Housing 655182158,K2VIU,1561.52
BB32H,Housing,2022-10-03,,Housing 805179654,CTMHY,1801.91
UFZAZ,Housing,2022-05-10,,Housing 928184603,C1NTG,884.51
YCDVQ,Housing,2022-10-25,,Housing 91833868,N169E,297.84
1INO4,Housing,2022-09-12,For your lovely pet,Housing 936115943,7.70E+30,431.37
P8XBQ,Housing,2022-10-28,,Housing 596162402,A5WQ0,132.76
ZMPXW,Housing,2022-09-07,,Housing 59974290,V1RZB,1208.79
GSRE0,Housing,2022-10-29,For everyday office use,Housing 53099954,6F0TV,482.7
5WMIK,Housing,2022-08-26,Suitable for all skin types,Housing 578189377,3FKG7,1984.34
PHZLF,Housing,2022-10-16,,Housing 778129092,8.59E+04,1175.48
Q5PMM,Housing,2022-02-11,,Housing 92134077,WSHUH,825.2
I4C95,Housing,2022-07-02,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Housing 691170486,QMNGC,1733.19
WP0ER,Housing,2022-04-15,for everyday use,Housing 914184291,9EN65,1142.54
XK9JC,Housing,2022-10-07,,Housing 506161691,BL4U8,1073.8
0PCLY,Housing,2022-05-09,,Housing 770117051,R2YNB,581.81
QHAYZ,Housing,2022-06-09,,Housing 58038897,FUR3X,397.73
CJEWG,Housing,2022-06-02,For everyday office use,Housing 658129783,T21O4,1852.1
6UDBV,Housing,2022-06-13,,Housing 916156772,AZQD3,1183.43
KLB1H,Housing,2022-04-19,cotton feels great for comfort that lasts.,Housing 91395965,QLECR,535.93
CVFNB,Housing,2022-01-01,For everyday office use,Housing 68281003,X9W2Z,1150.33
3SRNP,Housing,2022-05-12,For everyday office use,Housing 781136959,UEVYS,1600.72
605TK,Housing,2022-05-26,100% Cotton,Housing 51316092,Q24R1,1265.15
DHWEN,Housing,2022-02-10,,Housing 923119896,5XI94,1797.5
NVKZB,Housing,2022-02-11,,Housing 66478692,6P3VN,1320.1
82NM5,Housing,2022-10-09,for everyday use,Housing 861130006,2LVZE,648.7
29OXN,Housing,2022-04-06,for everyday use,Housing 613125045,QCIEZ,1336.63
SQ1WL,Housing,2022-03-06,,Housing 548115515,449OC,1049.48
RKTNQ,Housing,2022-06-29,One of a kind stainless steel,Housing 95925415,6PA04,634.97
4EI5D,Housing,2022-07-19,,Housing 967199072,1E2BT,1220.75
6LQWN,Housing,2022-07-01,,Housing 82971413,Q24R1,1180.59
WK5B4,Housing,2022-03-14,Set of 10,Housing 914120644,DW4SG,234.27
G934X,Housing,2022-09-07,,Housing 586141210,LZAU3,253.92
CXUCE,Housing,2022-05-25,"Unbox the package to find a soft, plush, sparkly doll!",Housing 64312642,JH82V,424.26
HGBY7,Housing,2022-01-09,,Housing 55076635,PV7VX,817.77
H5JR8,Housing,2022-03-21,for everyday use,Housing 69466933,8F6ZS,20.2
25MF2,Housing,2022-07-10,,Housing 797170103,7VWUB,1885.13
6LLPY,Housing,2022-09-14,100% Synthetic,Housing 89284986,V5MBV,352.56
VGV4H,Housing,2022-08-04,Professional quality at its best  the best materials to update your cooking!,Housing 969159728,Y1GW1,1724.99
6C767,Housing,2022-03-22,Professional quality at its best  the best materials to update your cooking!,Housing 64032208,OE791,856.33
UO1VL,Housing,2022-01-02,make a great gift for kids 3 to 7 years olds,Housing 520176436,J5PAC,448.37
BD483,Housing,2022-08-28,"Display and Graphics17.3 diagonal, FHD ",Housing 569160771,0X722,1231.67
24GDB,Housing,2022-06-12,For your lovely pet,Housing 78618495,4PJSD,903.77
S4BH1,Housing,2022-09-30,,Housing 92651521,N5X40,1952.58
WFSMW,Housing,2022-06-10,Reams of high-bandwidth DDR4 RAM,Housing 870184387,SZXQH,292.18
OVI5Q,Housing,2022-09-08,For your lovely pet,Housing 923164258,8VI0V,1402.61
VT5V7,Housing,2022-06-05,Set of 10,Housing 9779032,FWB4W,1160.64
XDW6H,Housing,2022-08-22,Reams of high-bandwidth DDR4 RAM,Housing 894176909,7H518,219.38
5KTHF,Housing,2022-05-24,Set of 10,Housing 68580975,FQUO1,1348.75
23N21,Housing,2022-06-12,Professional quality at its best  the best materials to update your cooking!,Housing 76634677,V5MBV,923.28
V92GO,Housing,2022-09-22,for everyday use,Housing 730131458,XU609,694.9
KXAEK,Housing,2022-08-31,,Housing 548147711,BX2PI,139.43
TKR2V,Housing,2022-03-13,For everyday office use,Housing 609123182,FWVAJ,278.37
FCTJ0,Housing,2022-07-22,11th Gen Intel Core i5-1135G7,Housing 700173886,C9PS9,1829.9
XP27B,Housing,2022-04-20,,Housing 71721785,77KUY,448.11
VRECO,Housing,2022-06-26,,Housing 81058300,L18JT,1054.3
4SLV5,Housing,2022-01-27,,Housing 608150766,Y4RHZ,1754.24
JB2MI,Housing,2022-02-05,,Housing 725143237,ARWEB,1140.3
2SFO4,Housing,2022-08-19,Set of 12,Housing 966114528,CA1H1,879.94
S1RFB,Housing,2022-02-01,Set of 12,Housing 505194597,ME7DC,446.68
4IHZH,Housing,2022-10-16,100% Cotton,Housing 80794637,OREG1,1037.75
WAKVV,Housing,2022-06-18,"Display and Graphics17.3 diagonal, FHD ",Housing 942182162,F5WTM,1341.93
RLZ58,Housing,2022-10-06,,Housing 585139300,8.59E+04,572.97
X6UD1,Housing,2022-10-11,,Housing 677160318,69SJG,1570.33
MKGP8,Housing,2022-10-11,,Housing 85038066,OREG1,1324.22
27D57,Housing,2022-05-06,for everyday use,Housing 79030385,L4VJ1,1334.33
ZZS73,Housing,2022-09-22,Cushioning provides excellent shock absorption,Housing 67665219,CGC2X,814.1
SI422,Housing,2022-07-07,,Housing 6955427,SFE8H,1810.96
THU86,Housing,2022-04-12,,Housing 57384343,YAK94,438.5
NERRR,Housing,2022-10-18,,Housing 84311363,PBHFC,535.7
LGFKI,Housing,2022-10-26,,Housing 98664228,QQB6Q,340.96
NJP35,Housing,2022-05-31,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Housing 812155097,UADIT,1684.54
GDT8G,Housing,2022-05-19,,Housing 52025701,9CK79,694.13
ZI4TG,Housing,2022-01-14,One of a kind stainless steel,Housing 881148686,LV4UC,1418.65
61A62,Housing,2022-06-13,,Housing 836133664,CYGAE,1877.6
K56DN,Housing,2022-05-11,,Housing 98130139,YA5CE,321.57
DLIFO,Housing,2022-07-13,for everyday use,Housing 958128585,P8UOK,1853.68
SHUH0,Housing,2022-08-15,For your lovely pet,Housing 85876441,EJ8AM,1164.5
EMK94,Housing,2022-09-07,,Housing 978191190,GPJ8L,558.1
7ZGCQ,Housing,2022-08-19,For your lovely pet,Housing 99755745,3KCY4,1006.96
5IYPP,Housing,2022-06-12,Imported,Housing 560194656,PQEAZ,220.14
00T3H,Housing,2022-03-14,For your lovely pet,Housing 66384685,GQIZU,1823.34
VZ0QH,Housing,2022-05-30,,Housing 872157110,8F6ZS,111.38
43J01,Housing,2022-04-27,,Housing 59942607,3LLAJ,188.9
M3AYN,Housing,2022-04-08,"Unbox the package to find a soft, plush, sparkly doll!",Housing 834136293,84ZNK,1536.55
7ZVFV,Housing,2022-09-12,,Housing 82840249,X1CL7,828.9
PSJ46,Housing,2022-01-10,Imported,Housing 685128870,1149O,1914.25
MPFI7,Housing,2022-07-11,,Housing 5556492,XYUHX,1561.45
FXWMI,Housing,2022-08-02,,Housing 74440991,MJUC1,1942.57
PP7IF,Housing,2022-07-23,Reams of high-bandwidth DDR4 RAM,Housing 886136445,87U6Q,1723.79
U4WP5,Housing,2022-10-12,Cushioning provides excellent shock absorption,Housing 99873694,UEAU3,136.76
UWCRS,Housing,2022-07-04,,Housing 665146006,AWFGJ,486.95
3MN61,Housing,2022-03-13,for everyday use,Housing 84672805,8.59E+04,875.16
AM2V1,Housing,2022-06-25,,Housing 840128315,RPWW0,313.16
C4WZ9,Housing,2022-09-27,,Housing 567175297,NBQEK,630.85
LNW2F,Housing,2022-05-13,For everyday office use,Housing 901161905,BW3MU,830.78
S65EB,Housing,2022-07-27,100% Synthetic,Housing 5023394,7TOUB,1431.91
1W7LL,Housing,2022-02-26,100% Synthetic,Housing 754184681,A34BI,457.93
U36A1,Housing,2022-07-01,,Housing 901190005,0R2KU,598.79
4FY20,Housing,2022-02-22,One of a kind stainless steel,Housing 672177394,1WI5Q,809.17
J12H6,Housing,2022-01-17,"Unbox the package to find a soft, plush, sparkly doll!",Housing 62754246,VWQZC,1968.25
5U3NV,Housing,2022-08-31,for everyday use,Housing 97217211,08WHX,1624.82
KH2QT,Housing,2022-01-03,Cushioning provides excellent shock absorption,Housing 705111664,QCIEZ,979.75
L1K5I,Housing,2022-02-05,,Housing 5491565,0V5C9,774.1
BBFL8,Housing,2022-07-11,make a great gift for kids 3 to 7 years olds,Housing 6702189,SGSRE,1902.15
S0MN0,Housing,2022-02-26,,Housing 69693606,3LLAJ,613.46
0Q3SK,Housing,2022-03-21,Cushioning provides excellent shock absorption,Housing 623199720,WW2NM,591.39
C27C6,Housing,2022-06-30,Cushioning provides excellent shock absorption,Housing 51527624,QQB6Q,629.93
6L8G2,Housing,2022-06-24,"Display and Graphics17.3 diagonal, FHD ",Housing 97427747,ZLIUE,55.2
9S51E,Housing,2022-02-03,,Housing 6027742,078O0,259.32
ACSR4,Housing,2022-05-28,Set of 12,Housing 75463772,UVBIT,642.69
JG0SR,Housing,2022-10-22,,Housing 83916213,UDZHR,502.84
6JEDO,Housing,2022-03-03,,Housing 604176413,6KXC3,1899.91
OGSHX,Housing,2022-04-04,,Housing 85154392,SHKRM,133.96
4ZNXK,Housing,2022-10-04,One of a kind stainless steel,Housing 56062744,JUDOH,753.69
WFH69,Housing,2022-04-11,Machine Wash,Housing 884100779,G2W79,120.12
Y46O9,Housing,2022-02-04,,Housing 820173344,OREG1,1946.79
NL683,Housing,2022-02-24,,Housing 767719,A34BI,444.81
4A1DK,Housing,2022-09-03,"Unbox the package to find a soft, plush, sparkly doll!",Housing 817192010,YDZC3,1348.42
RCCFZ,Housing,2022-02-01,,Housing 807141933,1149O,1869.19
IUSJ8,Housing,2022-04-28,,Housing 621173624,0ZJZT,130.36
DYM05,Housing,2022-06-25,100% Synthetic,Housing 752129267,PB6Z6,210.12
BM6UL,Housing,2022-07-21,make a great gift for kids 3 to 7 years olds,Housing 55257432,YFIBA,1321.56
C9OUY,Housing,2022-09-20,,Housing 733196137,ET59G,123.68
Q4JFC,Housing,2022-05-16,100% Cotton,Housing 829187439,W7QGR,347.1
U79AL,Housing,2022-03-29,make a great gift for kids 3 to 7 years olds,Housing 89194285,1QXIF,1949.12
30CC2,Housing,2022-03-19,100% Synthetic,Housing 533150112,8Q3XK,571.48
H0LBB,Housing,2022-08-18,One of a kind stainless steel,Housing 905172010,1QXIF,965.48
57VM3,Housing,2022-04-15,Professional quality at its best  the best materials to update your cooking!,Housing 628138143,WH1ZH,1098.82
QE0QM,Housing,2022-04-25,,Housing 535169967,FZ6BO,684.2
LJDDB,Housing,2022-04-16,Suitable for all skin types,Housing 778156831,D7CK2,1642.31
W651R,Housing,2022-06-13,For your lovely pet,Housing 70597411,J5PAC,1362.95
I7NTD,Housing,2022-01-08,,Housing 967164730,7WHJR,723.7
55ZKN,Housing,2022-03-17,,Housing 520132241,BIVH0,1346.16
